frame,cam1_timestamp_us,cam2_timestamp_us,drift_us,drift_ms
233766,1768420115515000,1768420115499000,-16000,-16.0
234943,1768420135114000,1768420135098000,-16000,-16.0
235532,1768420144928000,1768420144912000,-16000,-16.0
236121,1768420154742000,1768420154726000,-16000,-16.0
242598,1768420262668000,1768420262651000,-17000,-17.0
243187,1768420272475000,1768420272458000,-17000,-17.0
244365,1768420292107000,1768420292090000,-17000,-17.0
254375,1768420458892000,1768420458876000,-16000,-16.0
254964,1768420468704000,1768420468688000,-16000,-16.0
259674,1768420547181000,1768420547165000,-16000,-16.0
263207,1768420606058000,1768420606041000,-17000,-17.0
267918,1768420684540000,1768420684517000,-23000,-23.0
270862,1768420733606000,1768420733590000,-16000,-16.0
275573,1768420812116000,1768420812100000,-16000,-16.0
277339,1768420841539000,1768420841522000,-17000,-17.0
278517,1768420861171000,1768420861154000,-17000,-17.0
279106,1768420870985000,1768420870968000,-17000,-17.0
284994,1768420969133000,1768420969150000,17000,17.0
286172,1768420988757000,1768420988773000,16000,16.0
286761,1768420998566000,1768420998582000,16000,16.0
287349,1768421008364000,1768421008380000,16000,16.0
289116,1768421037799000,1768421037815000,16000,16.0
289705,1768421047610000,1768421047625000,15000,15.0
291471,1768421077035000,1768421077052000,17000,17.0
292060,1768421086846000,1768421086862000,16000,16.0
293827,1768421116286000,1768421116302000,16000,16.0
