video,frame_number,pts_us,qr_timestamp_us,offset_us,offset_ms
cam1_rec8.mkv,248139,4134855000,1768261935466000,-1768257800611000,-1768257800611.0
cam1_rec8.mkv,248680,4143871000,1768261944500000,-1768257800629000,-1768257800629.0
cam1_rec8.mkv,249220,4152867000,1768261953486000,-1768257800619000,-1768257800619.0
cam1_rec8.mkv,251383,4188908000,1768261989518000,-1768257800610000,-1768257800610.0
cam1_rec8.mkv,251923,4197904000,1768261998519000,-1768257800615000,-1768257800615.0
cam1_rec8.mkv,252464,4206916000,1768262007552000,-1768257800636000,-1768257800636.0
cam1_rec8.mkv,253005,4215932000,1768262016552000,-1768257800620000,-1768257800620.0
cam1_rec8.mkv,254626,4242940000,1768262043569000,-1768257800629000,-1768257800629.0
cam1_rec8.mkv,255167,4251952000,1768262052584000,-1768257800632000,-1768257800632.0
cam1_rec8.mkv,255708,4260969000,1768262061592000,-1768257800623000,-1768257800623.0
cam1_rec8.mkv,257870,4296989000,1768262097617000,-1768257800628000,-1768257800628.0
cam1_rec8.mkv,258411,4306005000,1768262106626000,-1768257800621000,-1768257800621.0
cam1_rec8.mkv,258951,4315001000,1768262115620000,-1768257800619000,-1768257800619.0
cam1_rec8.mkv,261114,4351042000,1768262151662000,-1768257800620000,-1768257800620.0
cam1_rec8.mkv,261654,4360038000,1768262160667000,-1768257800629000,-1768257800629.0
cam1_rec8.mkv,262195,4369050000,1768262169675000,-1768257800625000,-1768257800625.0
cam1_rec8.mkv,262736,4378066000,1768262178695000,-1768257800629000,-1768257800629.0
cam1_rec8.mkv,264357,4405075000,1768262205694000,-1768257800619000,-1768257800619.0
cam1_rec8.mkv,264898,4414087000,1768262214719000,-1768257800632000,-1768257800632.0
cam1_rec8.mkv,265439,4423103000,1768262223728000,-1768257800625000,-1768257800625.0
cam1_rec8.mkv,265979,4432099000,1768262232719000,-1768257800620000,-1768257800620.0
cam1_rec8.mkv,267601,4459424000,1768262260040000,-1768257800616000,-1768257800616.0
cam1_rec8.mkv,268142,4468440000,1768262269070000,-1768257800630000,-1768257800630.0
cam1_rec8.mkv,268682,4477436000,1768262278067000,-1768257800631000,-1768257800631.0
cam1_rec8.mkv,269223,4486448000,1768262287070000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,540,9112000,1768257809746000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,1080,18109000,1768257818758000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,1620,27105000,1768257827741000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,2160,36101000,1768257836747000,-1768257800646000,-1768257800646.0
cam2_rec8.mkv,2700,45101000,1768257845735000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,3241,54113000,1768257854753000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,3781,63109000,1768257863759000,-1768257800650000,-1768257800650.0
cam2_rec8.mkv,4321,72109000,1768257872752000,-1768257800643000,-1768257800643.0
cam2_rec8.mkv,4861,81106000,1768257881742000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,5942,99118000,1768257899747000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,6482,108114000,1768257908763000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,7022,117110000,1768257917759000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,7562,126110000,1768257926761000,-1768257800651000,-1768257800651.0
cam2_rec8.mkv,8102,135106000,1768257935762000,-1768257800656000,-1768257800656.0
cam2_rec8.mkv,9183,153119000,1768257953763000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,9723,162115000,1768257962728000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,10263,171111000,1768257971758000,-1768257800647000,-1768257800647.0
cam2_rec8.mkv,10803,180107000,1768257980749000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,12424,207116000,1768258007763000,-1768257800647000,-1768257800647.0
cam2_rec8.mkv,12964,216116000,1768258016752000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,13504,225112000,1768258025764000,-1768257800652000,-1768257800652.0
cam2_rec8.mkv,14044,234108000,1768258034758000,-1768257800650000,-1768257800650.0
cam2_rec8.mkv,14584,243108000,1768258043745000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,15125,252120000,1768258052753000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,15665,261116000,1768258061744000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,16205,270117000,1768258070748000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,16745,279113000,1768258079748000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,17285,288109000,1768258088752000,-1768257800643000,-1768257800643.0
cam2_rec8.mkv,18906,315117000,1768258115761000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,19446,324113000,1768258124755000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,19986,333114000,1768258133763000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,20527,342126000,1768258142751000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,21067,351122000,1768258151766000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,22687,378114000,1768258178759000,-1768257800645000,-1768257800645.0
cam2_rec8.mkv,23227,387114000,1768258187738000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,23768,396126000,1768258196758000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,24308,405123000,1768258205772000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,24848,414123000,1768258214763000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,25388,423119000,1768258223756000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,25928,432115000,1768258232751000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,26469,441131000,1768258241768000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,27009,450127000,1768258250768000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,28629,477120000,1768258277756000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,29169,486116000,1768258286750000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,29710,495128000,1768258295776000,-1768257800648000,-1768257800648.0
cam2_rec8.mkv,30250,504128000,1768258304774000,-1768257800646000,-1768257800646.0
cam2_rec8.mkv,30790,513124000,1768258313779000,-1768257800655000,-1768257800655.0
cam2_rec8.mkv,32411,540133000,1768258340768000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,32951,549129000,1768258349771000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,33491,558129000,1768258358778000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,34031,567125000,1768258367772000,-1768257800647000,-1768257800647.0
cam2_rec8.mkv,35652,594134000,1768258394765000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,36192,603130000,1768258403774000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,36732,612130000,1768258412760000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,37272,621126000,1768258421771000,-1768257800645000,-1768257800645.0
cam2_rec8.mkv,37812,630122000,1768258430769000,-1768257800647000,-1768257800647.0
cam2_rec8.mkv,38353,639138000,1768258439778000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,38893,648134000,1768258448763000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,39433,657131000,1768258457771000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,39973,666127000,1768258466765000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,40513,675127000,1768258475775000,-1768257800648000,-1768257800648.0
cam2_rec8.mkv,41594,693135000,1768258493773000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,42134,702135000,1768258502768000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,42674,711131000,1768258511765000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,43214,720128000,1768258520763000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,43754,729128000,1768258529773000,-1768257800645000,-1768257800645.0
cam2_rec8.mkv,44835,747136000,1768258547768000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,45375,756136000,1768258556763000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,45915,765132000,1768258565763000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,46455,774128000,1768258574762000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,48616,810133000,1768258610776000,-1768257800643000,-1768257800643.0
cam2_rec8.mkv,49156,819133000,1768258619768000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,49696,828129000,1768258628759000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,50237,837141000,1768258637781000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,51857,864134000,1768258664775000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,52397,873134000,1768258673773000,-1768257800639000,-1768257800639.0
cam2_rec8.mkv,52938,882146000,1768258682784000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,53478,891294000,1768258691936000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,54018,900290000,1768258700928000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,55098,918287000,1768258718923000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,55638,927283000,1768258727926000,-1768257800643000,-1768257800643.0
cam2_rec8.mkv,56179,936295000,1768258736928000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,56719,945295000,1768258745924000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,58339,972284000,1768258772924000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,58880,981300000,1768258781937000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,59420,990296000,1768258790921000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,59960,999292000,1768258799936000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,60500,1008292000,1768258808930000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,61581,1026300000,1768258826930000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,62121,1035300000,1768258835925000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,62661,1044297000,1768258844941000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,63201,1053293000,1768258853927000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,64822,1080301000,1768258880932000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,65362,1089301000,1768258889932000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,65902,1098297000,1768258898936000,-1768257800639000,-1768257800639.0
cam2_rec8.mkv,66442,1107293000,1768258907940000,-1768257800647000,-1768257800647.0
cam2_rec8.mkv,66982,1116290000,1768258916916000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,68063,1134302000,1768258934929000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,68603,1143298000,1768258943910000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,69143,1152298000,1768258952910000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,69683,1161294000,1768258961935000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,70223,1170290000,1768258970927000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,71844,1197299000,1768258997932000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,72384,1206299000,1768259006915000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,72924,1215295000,1768259015932000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,73465,1224307000,1768259024951000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,74545,1242303000,1768259042927000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,75085,1251300000,1768259051925000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,75625,1260296000,1768259060932000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,76165,1269296000,1768259069927000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,77786,1296304000,1768259096933000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,78326,1305300000,1768259105943000,-1768257800643000,-1768257800643.0
cam2_rec8.mkv,78866,1314296000,1768259114910000,-1768257800614000,-1768257800614.0
cam2_rec8.mkv,79407,1323313000,1768259123938000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,80487,1341305000,1768259141922000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,81567,1359301000,1768259159910000,-1768257800609000,-1768257800609.0
cam2_rec8.mkv,82108,1368313000,1768259168944000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,82648,1377313000,1768259177944000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,83188,1386310000,1768259186923000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,83728,1395306000,1768259195939000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,84268,1404302000,1768259204930000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,84808,1413302000,1768259213914000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,85349,1422314000,1768259222939000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,85889,1431310000,1768259231933000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,87509,1458303000,1768259258926000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,88050,1467319000,1768259267927000,-1768257800608000,-1768257800608.0
cam2_rec8.mkv,88590,1476315000,1768259276942000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,89130,1485311000,1768259285946000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,89670,1494375000,1768259294999000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,90210,1503375000,1768259303993000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,90750,1512371000,1768259312982000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,91291,1521384000,1768259321995000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,91831,1530384000,1768259331019000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,92371,1539380000,1768259340003000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,92911,1548376000,1768259348993000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,93992,1566388000,1768259367009000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,94532,1575384000,1768259375990000,-1768257800606000,-1768257800606.0
cam2_rec8.mkv,95072,1584381000,1768259385004000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,95612,1593381000,1768259393999000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,96693,1611389000,1768259412010000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,97233,1620389000,1768259421005000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,97773,1629385000,1768259429992000,-1768257800607000,-1768257800607.0
cam2_rec8.mkv,98313,1638381000,1768259439022000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,98853,1647381000,1768259448023000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,99393,1656378000,1768259456990000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,99934,1665390000,1768259466010000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,100474,1674390000,1768259474991000,-1768257800601000,-1768257800601.0
cam2_rec8.mkv,101014,1683386000,1768259483993000,-1768257800607000,-1768257800607.0
cam2_rec8.mkv,101554,1692382000,1768259493000000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,102094,1701378000,1768259502003000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,102635,1710394000,1768259511010000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,103175,1719391000,1768259520020000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,104255,1737387000,1768259538004000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,104795,1746383000,1768259546997000,-1768257800614000,-1768257800614.0
cam2_rec8.mkv,105335,1755379000,1768259555999000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,105876,1764395000,1768259565026000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,107496,1791388000,1768259592009000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,108036,1800384000,1768259601003000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,108577,1809396000,1768259610015000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,109117,1818396000,1768259619037000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,109657,1827392000,1768259628041000,-1768257800649000,-1768257800649.0
cam2_rec8.mkv,110737,1845384000,1768259646002000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,111277,1854385000,1768259655000000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,111818,1863397000,1768259664012000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,112358,1872393000,1768259673025000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,113978,1899385000,1768259700003000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,114519,1908401000,1768259709020000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,115059,1917398000,1768259718025000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,115599,1926394000,1768259727039000,-1768257800645000,-1768257800645.0
cam2_rec8.mkv,117220,1953402000,1768259754025000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,117760,1962402000,1768259763010000,-1768257800608000,-1768257800608.0
cam2_rec8.mkv,118300,1971398000,1768259772042000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,118840,1980395000,1768259781008000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,120461,2007403000,1768259808020000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,121001,2016399000,1768259817007000,-1768257800608000,-1768257800608.0
cam2_rec8.mkv,121541,2025399000,1768259826017000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,122081,2034395000,1768259835024000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,122621,2043391000,1768259844019000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,123162,2052408000,1768259853038000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,123702,2061404000,1768259862020000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,124242,2070400000,1768259871010000,-1768257800610000,-1768257800610.0
cam2_rec8.mkv,124782,2079400000,1768259880030000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,125322,2088396000,1768259889020000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,125862,2097392000,1768259898032000,-1768257800640000,-1768257800640.0
cam2_rec8.mkv,126403,2106408000,1768259907023000,-1768257800615000,-1768257800615.0
cam2_rec8.mkv,126943,2115405000,1768259916007000,-1768257800602000,-1768257800602.0
cam2_rec8.mkv,127483,2124401000,1768259925030000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,128023,2133397000,1768259934008000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,128563,2142397000,1768259943016000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,138287,2304415000,1768260105053000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,138827,2313412000,1768260114048000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,139367,2322408000,1768260123028000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,139907,2331404000,1768260132038000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,140447,2340404000,1768260141030000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,140988,2349416000,1768260150039000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,141528,2358412000,1768260159048000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,143148,2385405000,1768260186031000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,143689,2394421000,1768260195050000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,144229,2403417000,1768260204048000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,144769,2412413000,1768260213049000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,145309,2421413000,1768260222042000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,145849,2430409000,1768260231050000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,146930,2448422000,1768260249041000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,147470,2457418000,1768260258041000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,148010,2466414000,1768260267045000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,148550,2475410000,1768260276038000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,149090,2484410000,1768260285044000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,150171,2502418000,1768260303048000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,150711,2511419000,1768260312037000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,151251,2520415000,1768260321051000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,151791,2529411000,1768260330055000,-1768257800644000,-1768257800644.0
cam2_rec8.mkv,153412,2556419000,1768260357049000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,153952,2565420000,1768260366054000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,154492,2574416000,1768260375051000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,155032,2583412000,1768260384044000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,156113,2601424000,1768260402056000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,156653,2610420000,1768260411045000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,157193,2619416000,1768260420025000,-1768257800609000,-1768257800609.0
cam2_rec8.mkv,157733,2628416000,1768260429022000,-1768257800606000,-1768257800606.0
cam2_rec8.mkv,158274,2637429000,1768260438039000,-1768257800610000,-1768257800610.0
cam2_rec8.mkv,158814,2646425000,1768260447043000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,159894,2664421000,1768260465056000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,160434,2673417000,1768260474034000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,160974,2682417000,1768260483038000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,161515,2691429000,1768260492070000,-1768257800641000,-1768257800641.0
cam2_rec8.mkv,162055,2700426000,1768260501062000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,163135,2718422000,1768260519035000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,163675,2727418000,1768260528037000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,164216,2736434000,1768260537064000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,164756,2745430000,1768260546060000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,165296,2754426000,1768260555068000,-1768257800642000,-1768257800642.0
cam2_rec8.mkv,166376,2772423000,1768260573036000,-1768257800613000,-1768257800613.0
cam2_rec8.mkv,166916,2781419000,1768260582053000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,167457,2790431000,1768260591065000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,167997,2799431000,1768260600060000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,169617,2826423000,1768260627051000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,170158,2835436000,1768260636063000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,170698,2844432000,1768260645066000,-1768257800634000,-1768257800634.0
cam2_rec8.mkv,171238,2853432000,1768260654064000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,171778,2862428000,1768260663066000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,172858,2880420000,1768260681052000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,173399,2889436000,1768260690055000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,173939,2898433000,1768260699059000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,174479,2907429000,1768260708055000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,176100,2934437000,1768260735062000,-1768257800625000,-1768257800625.0
cam2_rec8.mkv,176640,2943437000,1768260744067000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,177180,2952433000,1768260753066000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,177720,2961430000,1768260762051000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,178260,2970430000,1768260771057000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,179881,2997438000,1768260798061000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,180421,3006434000,1768260807050000,-1768257800616000,-1768257800616.0
cam2_rec8.mkv,180961,3015430000,1768260816036000,-1768257800606000,-1768257800606.0
cam2_rec8.mkv,181501,3024427000,1768260825062000,-1768257800635000,-1768257800635.0
cam2_rec8.mkv,182582,3042439000,1768260843061000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,183122,3051435000,1768260852054000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,183662,3060435000,1768260861058000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,184202,3069431000,1768260870068000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,186363,3105436000,1768260906055000,-1768257800619000,-1768257800619.0
cam2_rec8.mkv,186903,3114436000,1768260915053000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,187443,3123432000,1768260924050000,-1768257800618000,-1768257800618.0
cam2_rec8.mkv,187984,3132444000,1768260933071000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,189604,3159437000,1768260960054000,-1768257800617000,-1768257800617.0
cam2_rec8.mkv,190144,3168437000,1768260969051000,-1768257800614000,-1768257800614.0
cam2_rec8.mkv,190685,3177449000,1768260978075000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,191225,3186445000,1768260987075000,-1768257800630000,-1768257800630.0
cam2_rec8.mkv,192305,3204441000,1768261005068000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,192845,3213437000,1768261014069000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,193386,3222453000,1768261023082000,-1768257800629000,-1768257800629.0
cam2_rec8.mkv,193926,3231450000,1768261032081000,-1768257800631000,-1768257800631.0
cam2_rec8.mkv,194466,3240446000,1768261041068000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,196086,3267438000,1768261068050000,-1768257800612000,-1768257800612.0
cam2_rec8.mkv,196627,3276450000,1768261077070000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,197167,3285451000,1768261086072000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,197707,3294447000,1768261095073000,-1768257800626000,-1768257800626.0
cam2_rec8.mkv,198247,3303443000,1768261104075000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,198787,3312443000,1768261113070000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,199328,3321455000,1768261122078000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,199868,3330451000,1768261131074000,-1768257800623000,-1768257800623.0
cam2_rec8.mkv,200408,3339451000,1768261140071000,-1768257800620000,-1768257800620.0
cam2_rec8.mkv,200948,3348447000,1768261149084000,-1768257800637000,-1768257800637.0
cam2_rec8.mkv,202028,3366440000,1768261167064000,-1768257800624000,-1768257800624.0
cam2_rec8.mkv,202569,3375456000,1768261176077000,-1768257800621000,-1768257800621.0
cam2_rec8.mkv,203109,3384452000,1768261185085000,-1768257800633000,-1768257800633.0
cam2_rec8.mkv,203649,3393448000,1768261194075000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,204189,3402448000,1768261203070000,-1768257800622000,-1768257800622.0
cam2_rec8.mkv,204729,3411444000,1768261212082000,-1768257800638000,-1768257800638.0
cam2_rec8.mkv,205810,3429457000,1768261230067000,-1768257800610000,-1768257800610.0
cam2_rec8.mkv,206350,3438453000,1768261239081000,-1768257800628000,-1768257800628.0
cam2_rec8.mkv,206890,3447449000,1768261248081000,-1768257800632000,-1768257800632.0
cam2_rec8.mkv,207430,3456449000,1768261257085000,-1768257800636000,-1768257800636.0
cam2_rec8.mkv,207970,3465445000,1768261266072000,-1768257800627000,-1768257800627.0
cam2_rec8.mkv,209051,3483457000,1768261284068000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,209591,3492454000,1768261293065000,-1768257800611000,-1768257800611.0
cam2_rec8.mkv,210131,3501450000,1768261302077000,-1768257800627000,-1768257800627.0
