frame,cam1_timestamp_us,cam2_timestamp_us,drift_us,drift_ms
2336,1768253708603000,1768253708567000,-36000,-36.0
2337,1768253708603000,1768253708603000,0,0.0
2339,1768253708640000,1768253708640000,0,0.0
2340,1768253708676000,1768253708640000,-36000,-36.0
2341,1768253708676000,1768253708676000,0,0.0
2342,1768253708676000,1768253708676000,0,0.0
2344,1768253708712000,1768253708712000,0,0.0
2345,1768253708747000,1768253708712000,-35000,-35.0
2346,1768253708747000,1768253708747000,0,0.0
2347,1768253708783000,1768253708747000,-36000,-36.0
2348,1768253708783000,1768253708783000,0,0.0
2349,1768253708818000,1768253708783000,-35000,-35.0
2350,1768253708818000,1768253708818000,0,0.0
2352,1768253708855000,1768253708855000,0,0.0
2353,1768253708888000,1768253708855000,-33000,-33.0
2354,1768253708888000,1768253708888000,0,0.0
2356,1768253708926000,1768253708926000,0,0.0
2357,1768253708926000,1768253708926000,0,0.0
2358,1768253708961000,1768253708926000,-35000,-35.0
2359,1768253708961000,1768253708961000,0,0.0
2360,1768253708995000,1768253708961000,-34000,-34.0
2361,1768253708995000,1768253708995000,0,0.0
2362,1768253709031000,1768253708995000,-36000,-36.0
2363,1768253709031000,1768253709031000,0,0.0
2364,1768253709067000,1768253709031000,-36000,-36.0
2365,1768253709067000,1768253709067000,0,0.0
2366,1768253709101000,1768253709067000,-34000,-34.0
2367,1768253709101000,1768253709101000,0,0.0
2368,1768253709135000,1768253709101000,-34000,-34.0
2369,1768253709135000,1768253709135000,0,0.0
2370,1768253709168000,1768253709135000,-33000,-33.0
2371,1768253709168000,1768253709168000,0,0.0
2372,1768253709204000,1768253709168000,-36000,-36.0
2373,1768253709204000,1768253709204000,0,0.0
2374,1768253709238000,1768253709204000,-34000,-34.0
2375,1768253709238000,1768253709238000,0,0.0
2376,1768253709272000,1768253709238000,-34000,-34.0
2377,1768253709272000,1768253709272000,0,0.0
2378,1768253709305000,1768253709272000,-33000,-33.0
2379,1768253709305000,1768253709305000,0,0.0
2380,1768253709344000,1768253709305000,-39000,-39.0
2381,1768253709344000,1768253709344000,0,0.0
2382,1768253709344000,1768253709344000,0,0.0
2383,1768253709378000,1768253709344000,-34000,-34.0
2384,1768253709378000,1768253709378000,0,0.0
2385,1768253709412000,1768253709378000,-34000,-34.0
2386,1768253709412000,1768253709412000,0,0.0
2387,1768253709448000,1768253709412000,-36000,-36.0
2388,1768253709448000,1768253709448000,0,0.0
2389,1768253709484000,1768253709448000,-36000,-36.0
2390,1768253709484000,1768253709484000,0,0.0
2391,1768253709520000,1768253709484000,-36000,-36.0
2392,1768253709520000,1768253709520000,0,0.0
2393,1768253709555000,1768253709520000,-35000,-35.0
2394,1768253709555000,1768253709555000,0,0.0
2395,1768253709592000,1768253709555000,-37000,-37.0
2396,1768253709592000,1768253709592000,0,0.0
2397,1768253709592000,1768253709592000,0,0.0
2399,1768253709630000,1768253709630000,0,0.0
2400,1768253709666000,1768253709630000,-36000,-36.0
2401,1768253709666000,1768253709666000,0,0.0
2402,1768253709700000,1768253709666000,-34000,-34.0
2403,1768253709700000,1768253709700000,0,0.0
2404,1768253709733000,1768253709700000,-33000,-33.0
2405,1768253709733000,1768253709733000,0,0.0
2406,1768253709768000,1768253709733000,-35000,-35.0
2409,1768253709801000,1768253709801000,0,0.0
2410,1768253709838000,1768253709801000,-37000,-37.0
2411,1768253709838000,1768253709838000,0,0.0
2412,1768253709873000,1768253709838000,-35000,-35.0
2413,1768253709873000,1768253709873000,0,0.0
2414,1768253709906000,1768253709873000,-33000,-33.0
2415,1768253709906000,1768253709906000,0,0.0
2416,1768253709942000,1768253709906000,-36000,-36.0
2417,1768253709942000,1768253709942000,0,0.0
2418,1768253709942000,1768253709942000,0,0.0
2419,1768253709977000,1768253709942000,-35000,-35.0
2420,1768253709977000,1768253709977000,0,0.0
2421,1768253710014000,1768253709977000,-37000,-37.0
2422,1768253710014000,1768253710014000,0,0.0
2423,1768253710049000,1768253710014000,-35000,-35.0
2424,1768253710049000,1768253710049000,0,0.0
2425,1768253710083000,1768253710049000,-34000,-34.0
2426,1768253710083000,1768253710083000,0,0.0
2427,1768253710116000,1768253710083000,-33000,-33.0
2428,1768253710116000,1768253710116000,0,0.0
2429,1768253710151000,1768253710116000,-35000,-35.0
2430,1768253710151000,1768253710151000,0,0.0
2431,1768253710187000,1768253710151000,-36000,-36.0
2432,1768253710187000,1768253710187000,0,0.0
2433,1768253710221000,1768253710187000,-34000,-34.0
2434,1768253710221000,1768253710221000,0,0.0
2435,1768253710221000,1768253710221000,0,0.0
2436,1768253710254000,1768253710221000,-33000,-33.0
2437,1768253710290000,1768253710254000,-36000,-36.0
2438,1768253710290000,1768253710290000,0,0.0
2440,1768253710327000,1768253710327000,0,0.0
2441,1768253710327000,1768253710327000,0,0.0
2442,1768253710363000,1768253710327000,-36000,-36.0
2443,1768253710363000,1768253710363000,0,0.0
2444,1768253710363000,1768253710363000,0,0.0
2445,1768253710401000,1768253710363000,-38000,-38.0
2446,1768253710438000,1768253710401000,-37000,-37.0
2447,1768253710438000,1768253710438000,0,0.0
2448,1768253710471000,1768253710438000,-33000,-33.0
2449,1768253710471000,1768253710471000,0,0.0
2450,1768253710507000,1768253710471000,-36000,-36.0
2451,1768253710507000,1768253710507000,0,0.0
2452,1768253710507000,1768253710507000,0,0.0
2454,1768253710545000,1768253710545000,0,0.0
2455,1768253710580000,1768253710545000,-35000,-35.0
2456,1768253710580000,1768253710580000,0,0.0
2457,1768253710617000,1768253710580000,-37000,-37.0
2458,1768253710617000,1768253710617000,0,0.0
2459,1768253710651000,1768253710617000,-34000,-34.0
2461,1768253710689000,1768253710651000,-38000,-38.0
2462,1768253710689000,1768253710689000,0,0.0
2463,1768253710724000,1768253710689000,-35000,-35.0
2464,1768253710724000,1768253710724000,0,0.0
2465,1768253710724000,1768253710724000,0,0.0
2466,1768253710761000,1768253710724000,-37000,-37.0
2467,1768253710761000,1768253710761000,0,0.0
2468,1768253710797000,1768253710761000,-36000,-36.0
2469,1768253710797000,1768253710797000,0,0.0
2470,1768253710830000,1768253710797000,-33000,-33.0
2471,1768253710830000,1768253710830000,0,0.0
2472,1768253710866000,1768253710830000,-36000,-36.0
2473,1768253710866000,1768253710866000,0,0.0
2474,1768253710902000,1768253710866000,-36000,-36.0
2475,1768253710902000,1768253710902000,0,0.0
2476,1768253710938000,1768253710902000,-36000,-36.0
2477,1768253710938000,1768253710938000,0,0.0
2478,1768253710974000,1768253710938000,-36000,-36.0
2479,1768253710974000,1768253710974000,0,0.0
2480,1768253711009000,1768253710974000,-35000,-35.0
2481,1768253711009000,1768253711009000,0,0.0
2482,1768253711043000,1768253711009000,-34000,-34.0
2483,1768253711043000,1768253711043000,0,0.0
2484,1768253711043000,1768253711043000,0,0.0
2485,1768253711079000,1768253711043000,-36000,-36.0
2486,1768253711079000,1768253711079000,0,0.0
2487,1768253711113000,1768253711079000,-34000,-34.0
2488,1768253711113000,1768253711113000,0,0.0
2489,1768253711148000,1768253711113000,-35000,-35.0
2491,1768253711185000,1768253711148000,-37000,-37.0
2492,1768253711185000,1768253711185000,0,0.0
2493,1768253711221000,1768253711185000,-36000,-36.0
2494,1768253711221000,1768253711221000,0,0.0
2496,1768253711255000,1768253711255000,0,0.0
2497,1768253711291000,1768253711255000,-36000,-36.0
2498,1768253711291000,1768253711291000,0,0.0
2499,1768253711291000,1768253711291000,0,0.0
2500,1768253711329000,1768253711291000,-38000,-38.0
2501,1768253711329000,1768253711329000,0,0.0
2502,1768253711363000,1768253711329000,-34000,-34.0
2503,1768253711363000,1768253711363000,0,0.0
2504,1768253711397000,1768253711363000,-34000,-34.0
2505,1768253711397000,1768253711397000,0,0.0
2506,1768253711430000,1768253711397000,-33000,-33.0
2507,1768253711430000,1768253711430000,0,0.0
2508,1768253711466000,1768253711430000,-36000,-36.0
2509,1768253711466000,1768253711466000,0,0.0
2510,1768253711500000,1768253711466000,-34000,-34.0
2511,1768253711500000,1768253711500000,0,0.0
2512,1768253711534000,1768253711500000,-34000,-34.0
2513,1768253711534000,1768253711534000,0,0.0
2514,1768253711570000,1768253711534000,-36000,-36.0
2515,1768253711570000,1768253711570000,0,0.0
2516,1768253711604000,1768253711570000,-34000,-34.0
2517,1768253711604000,1768253711604000,0,0.0
2518,1768253711638000,1768253711604000,-34000,-34.0
2519,1768253711638000,1768253711638000,0,0.0
2520,1768253711674000,1768253711638000,-36000,-36.0
2522,1768253711711000,1768253711674000,-37000,-37.0
2523,1768253711711000,1768253711711000,0,0.0
2524,1768253711711000,1768253711711000,0,0.0
2525,1768253711746000,1768253711711000,-35000,-35.0
2526,1768253711746000,1768253711746000,0,0.0
2527,1768253711784000,1768253711746000,-38000,-38.0
2528,1768253711784000,1768253711784000,0,0.0
2529,1768253711819000,1768253711784000,-35000,-35.0
2530,1768253711819000,1768253711819000,0,0.0
2531,1768253711854000,1768253711819000,-35000,-35.0
2532,1768253711854000,1768253711854000,0,0.0
2533,1768253711892000,1768253711854000,-38000,-38.0
2534,1768253711892000,1768253711892000,0,0.0
2535,1768253711892000,1768253711892000,0,0.0
2536,1768253711930000,1768253711892000,-38000,-38.0
2537,1768253711930000,1768253711930000,0,0.0
2539,1768253711966000,1768253711966000,0,0.0
2540,1768253712004000,1768253711966000,-38000,-38.0
2541,1768253712004000,1768253712004000,0,0.0
2542,1768253712037000,1768253712004000,-33000,-33.0
2543,1768253712037000,1768253712037000,0,0.0
2544,1768253712072000,1768253712037000,-35000,-35.0
2545,1768253712072000,1768253712072000,0,0.0
2546,1768253712107000,1768253712072000,-35000,-35.0
